,Ty,GR,SST,d18Osw
104,0.284931507,0.02165894,26.65039932,-0.021934854
105,0.287671233,0.021676515,26.63119934,-0.022315497
106,0.290410959,0.021695668,26.56159927,-0.022583312
107,0.293150685,0.021716393,26.51079933,-0.022612947
108,0.295890411,0.021738683,26.07839928,-0.022255653
109,0.298630137,0.021762529,25.95679939,-0.021592436
110,0.301369863,0.021787923,25.90399933,-0.020545106
111,0.304109589,0.021814857,25.90279945,-0.019449764
112,0.306849315,0.021843322,25.8515995,-0.01838219
113,0.309589041,0.021873309,25.9327993,-0.01732797
114,0.312328767,0.021904806,26.05559937,-0.016662888
115,0.315068493,0.021937804,26.22719948,-0.016402417
116,0.317808219,0.021972292,26.49599953,-0.01643733
117,0.320547945,0.022008259,26.44799942,-0.016719161
118,0.323287671,0.022045692,26.26639946,-0.017172516
119,0.326027397,0.02208458,26.29679947,-0.017574574
120,0.328767123,0.02212491,26.00319939,-0.017892871
121,0.331506849,0.022166668,25.68639938,-0.017888282
122,0.334246575,0.022209842,25.49359947,-0.0175597
123,0.336986301,0.022254418,25.56479942,-0.016926493
124,0.339726027,0.02230038,25.65439941,-0.015983961
125,0.342465753,0.022347716,25.59679947,-0.015051138
126,0.345205479,0.022396408,25.31279945,-0.01406712
127,0.347945205,0.022446442,25.35319939,-0.013322969
128,0.350684932,0.022497802,25.37359947,-0.01278602
129,0.353424658,0.022550471,25.52919937,-0.012462792
130,0.356164384,0.022604433,25.34959953,-0.012313255
131,0.35890411,0.022659671,25.2259996,-0.012306592
132,0.361643836,0.022716167,25.06239944,-0.012397038
133,0.364383562,0.022773903,24.99119957,-0.012524328
134,0.367123288,0.022832861,24.86559937,-0.012614845
135,0.369863014,0.022893023,24.91639961,-0.012586054
136,0.37260274,0.022954369,25.01239929,-0.012386838
137,0.375342466,0.023016881,25.12079948,-0.011945018
138,0.378082192,0.023080538,25.16519936,-0.011234124
139,0.380821918,0.023145321,24.92039948,-0.010244562
140,0.383561644,0.023211209,24.63919975,-0.008991118
141,0.38630137,0.023278182,24.61999954,-0.007379437
142,0.389041096,0.023346219,24.62679955,-0.005578099
143,0.391780822,0.023415299,24.50879944,-0.003631867
144,0.394520548,0.023485399,24.42919937,-0.001538828
145,0.397260274,0.023556498,24.35119949,0.000492936
146,0.4,0.023628574,24.35519943,0.002436704
147,0.402739726,0.023701604,24.29759964,0.004222085
148,0.405479452,0.023775566,24.24159958,0.00578986
149,0.408219178,0.023850437,24.21479942,0.007152083
150,0.410958904,0.023926193,24.09959938,0.008308774
151,0.41369863,0.024002811,24.10199944,0.009258021
152,0.416438356,0.024080266,23.91519951,0.010059556
153,0.419178082,0.024158536,23.97199936,0.010725816
154,0.421917808,0.024237595,24.08599937,0.011387295
155,0.424657534,0.024317419,24.03159943,0.011941913
156,0.42739726,0.024397983,24.08639946,0.012562166
157,0.430136986,0.024479263,24.29559944,0.013231484
158,0.432876712,0.024561232,24.38279945,0.013966824
159,0.435616438,0.024643866,24.37879944,0.014750574
160,0.438356164,0.02472714,24.11079964,0.015615013
161,0.44109589,0.024811026,24.13279938,0.016584615
162,0.443835616,0.0248955,24.12039948,0.017620882
163,0.446575342,0.024980535,24.07639923,0.018740688
164,0.449315068,0.025066105,23.99719948,0.01992383
165,0.452054795,0.025152183,24.15039932,0.021219184
166,0.454794521,0.025238744,24.38239937,0.022573312
167,0.457534247,0.025325759,24.35559959,0.023945811
168,0.460273973,0.025413202,23.86639938,0.025248652
169,0.463013699,0.025501046,23.87119949,0.026437953
170,0.465753425,0.025589264,23.92799934,0.027451196
171,0.468493151,0.025677829,23.97999954,0.028263201
172,0.471232877,0.025766713,24.04239937,0.028853369
173,0.473972603,0.02585589,24.01959961,0.029213662
174,0.476712329,0.02594533,24.02559952,0.029423816
175,0.479452055,0.026035007,23.87039925,0.029593066
176,0.482191781,0.026124893,23.65399963,0.029638301
177,0.484931507,0.026214961,23.37439941,0.029746081
178,0.487671233,0.026305182,23.28159935,0.029889661
179,0.490410959,0.026395529,23.14279938,0.030163862
180,0.493150685,0.026485973,23.05759949,0.030538835
181,0.495890411,0.026576487,22.96279968,0.03097936
182,0.498630137,0.026667044,23.10879944,0.03147638
183,0.501369863,0.026757614,23.28319946,0.032007316
184,0.504109589,0.02684817,23.32599945,0.032633939
185,0.506849315,0.026938684,23.44639938,0.033351708
186,0.509589041,0.027029129,23.2903994,0.034131832
187,0.512328767,0.027119476,23.18319969,0.034986197
188,0.515068493,0.027209697,23.06079933,0.035925716
189,0.517808219,0.027299764,22.98399948,0.036894307
190,0.520547945,0.02738965,22.84079956,0.037836436
191,0.523287671,0.027479328,22.9039994,0.038665933
192,0.526027397,0.027568768,22.90319954,0.039386815
193,0.528767123,0.027657944,22.91079964,0.039933621
194,0.531506849,0.027746828,22.84479973,0.040314854
195,0.534246575,0.027835393,22.71919945,0.040527809
196,0.536986301,0.027923611,22.52839958,0.040659597
197,0.539726027,0.028011456,22.45479958,0.040692748
198,0.542465753,0.028098899,22.48039948,0.040731127
199,0.545205479,0.028185914,23.06079948,0.040783941
200,0.547945205,0.028272474,23.20039948,0.040906996
201,0.550684932,0.028358552,23.25759949,0.041117732
202,0.553424658,0.028444122,23.28519928,0.041415296
203,0.556164384,0.028529157,23.40479942,0.041775215
204,0.55890411,0.028613631,23.20879944,0.042166216
205,0.561643836,0.028697518,22.87119949,0.042525481
206,0.564383562,0.028780791,22.89439934,0.042850041
207,0.567123288,0.028863425,22.94559952,0.043084436
208,0.569863014,0.028945395,22.94159935,0.043213621
209,0.57260274,0.029026675,23.04439934,0.043227969
210,0.575342466,0.029107239,23.03399963,0.043174815
211,0.578082192,0.029187063,22.83239937,0.043054643
212,0.580821918,0.029266122,22.93199936,0.04285721
213,0.583561644,0.029344391,22.96079971,0.042644506
214,0.58630137,0.029421847,22.9703997,0.042425002
215,0.589041096,0.029498465,23.18959946,0.042196251
216,0.591780822,0.02957422,23.1747995,0.041976595
217,0.594520548,0.029649091,23.06719955,0.041774438
218,0.597260274,0.029723053,22.99439957,0.041596639
219,0.6,0.029796084,22.99439949,0.041478652
220,0.602739726,0.02986816,23.03319954,0.041392199
221,0.605479452,0.029939259,22.86559944,0.041351698
222,0.608219178,0.030009359,22.85919945,0.0413662
223,0.610958904,0.030078438,22.9315995,0.041421633
224,0.61369863,0.030146475,23.17079941,0.041506737
225,0.616438356,0.030213448,22.93359947,0.041606968
226,0.619178082,0.030279336,22.63159966,0.041690275
227,0.621917808,0.030344119,22.89199936,0.041755106
228,0.624657534,0.030407777,23.08439941,0.041791089
229,0.62739726,0.030470288,23.23559959,0.041807135
230,0.630136986,0.030531635,23.21639954,0.041805346
231,0.632876712,0.030591796,22.89919945,0.041799291
232,0.635616438,0.030650755,22.7123996,0.041768482
233,0.638356164,0.030708491,22.58719933,0.041755772
234,0.64109589,0.030764987,22.30279945,0.041756951
235,0.643835616,0.030820224,22.30919945,0.041794296
236,0.646575342,0.030874186,22.41959961,0.041866119
237,0.649315068,0.030926856,22.35039948,0.041965709
238,0.652054795,0.030978216,21.99799957,0.042085057
239,0.654794521,0.03102825,21.99279953,0.042222107
240,0.657534247,0.031076942,22.42799942,0.042349821
241,0.660273973,0.031124277,22.59519958,0.04248227
242,0.663013699,0.03117024,22.94719963,0.042569827
243,0.665753425,0.031214815,23.17279953,0.042643748
244,0.668493151,0.031257989,23.43239937,0.042678902
245,0.671232877,0.031299748,23.61239944,0.042722388
246,0.673972603,0.031340078,23.56279953,0.042744114
247,0.676712329,0.031378966,23.46879944,0.042780434
248,0.679452055,0.031416399,23.7271994,0.042822162
249,0.682191781,0.031452365,23.96519951,0.042886953
250,0.684931507,0.031486853,23.88719948,0.042953359
251,0.687671233,0.031519852,23.65279953,0.043074951
252,0.690410959,0.031551349,23.61119934,0.043245712
253,0.693150685,0.031581335,23.66919937,0.043430005
254,0.695890411,0.0316098,23.73839951,0.043645924
255,0.698630137,0.031636734,23.78959946,0.043913654
256,0.701369863,0.031662129,23.80439957,0.044187822
257,0.704109589,0.031685975,24.10159958,0.044524355
258,0.706849315,0.031708264,24.3035994,0.044880497
259,0.709589041,0.031728989,24.5003997,0.04527954
260,0.712328767,0.031748142,24.67839928,0.045718375
261,0.715068493,0.031765717,24.57079941,0.046172721
262,0.717808219,0.031781708,24.6247995,0.046667225
263,0.720547945,0.031796107,24.8683992,0.047162056
264,0.723287671,0.031808911,25.02119949,0.047646984
265,0.726027397,0.031820114,24.95559952,0.048116395
266,0.728767123,0.031829711,24.96319954,0.04853771
267,0.731506849,0.031837699,24.54119965,0.048904299
268,0.734246575,0.031844075,24.99559959,0.049206258
269,0.736986301,0.031848835,24.6391996,0.049447724
270,0.739726027,0.031851976,24.88639946,0.04963958
271,0.742465753,0.031853497,24.97799927,0.049766588
272,0.745205479,0.031853397,25.64879929,0.049872715
273,0.747945205,0.031851673,25.92119942,0.049943701
274,0.750684932,0.031848326,25.54399933,0.049984161
275,0.753424658,0.031843355,25.2303994,0.050006786
276,0.756164384,0.031836761,24.99759933,0.050021977
277,0.75890411,0.031828545,25.14439934,0.050018009
278,0.761643836,0.031818707,25.26079933,0.050072564
279,0.764383562,0.03180725,25.60599937,0.050104188
280,0.767123288,0.031794176,25.96119942,0.050171889
281,0.769863014,0.031779487,26.54159927,0.050247185
282,0.77260274,0.031763188,26.1315995,0.050306316
283,0.775342466,0.031745281,26.00799927,0.050388764
284,0.778082192,0.031725771,25.90239929,0.050461866
285,0.780821918,0.031704663,25.92279922,0.05052919
286,0.783561644,0.031681961,25.89999947,0.050561732
287,0.78630137,0.031657672,25.75519936,0.050572979
288,0.789041096,0.031631801,25.9035994,0.050561719
289,0.791780822,0.031604355,25.98999931,0.050501039
290,0.794520548,0.031575341,25.9595993,0.050404063
291,0.797260274,0.031544766,25.87319946,0.05027715
292,0.8,0.031512638,25.76159943,0.050106558
293,0.802739726,0.031478967,25.80239944,0.049948433
294,0.805479452,0.03144376,25.91839928,0.049808937
295,0.808219178,0.031407027,25.92359932,0.049735545
296,0.810958904,0.031368778,25.97199928,0.049730146
297,0.81369863,0.031329023,25.87679932,0.049787071
298,0.816438356,0.031287772,25.9195993,0.049905839
299,0.819178082,0.031245037,26.09439949,0.050083426
300,0.821917808,0.03120083,26.20359932,0.050280089
301,0.824657534,0.031155161,26.11519936,0.050505319
302,0.82739726,0.031108045,26.05839935,0.050721082
303,0.830136986,0.031059493,26.17359947,0.050920897
304,0.832876712,0.031009519,26.20799919,0.051065301
305,0.835616438,0.030958136,26.24719963,0.051174198
306,0.838356164,0.030905359,26.35679955,0.051264638
307,0.84109589,0.030851202,26.46799934,0.051287466
308,0.843835616,0.030795681,26.68639923,0.051257629
309,0.846575342,0.030738809,26.83719955,0.051206999
310,0.849315068,0.030680604,26.89159958,0.051115281
311,0.852054795,0.030621082,26.83039932,0.053937594
312,0.854794521,0.030560258,26.9959996,0.05377077
313,0.857534247,0.03049815,27.11079941,0.053576441
314,0.860273973,0.030434774,27.04959938,0.053390427
315,0.863013699,0.03037015,26.8547995,0.053146147
316,0.865753425,0.030304294,26.92679947,0.052861713
